SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.125823247,52,0,0.180296811,9500.0,4,0,1,0,2.0
1,0.744645019,56,0,0.366467736,5361.0,10,1,2,0,2.0
0,0.023919043,63,0,0.006535948,2600.0,3,0,0,0,0.0
0,0.009283213,86,0,50.0,,17,0,0,0,0.0
0,0.024621435,51,0,0.245639373,9000.0,5,0,1,0,0.0
0,0.0,64,0,0.0,4500.0,2,0,0,0,0.0
0,0.045118455,76,1,0.378688125,4100.0,9,0,1,0,0.0
0,0.173282672,57,0,0.144594736,9536.0,6,0,1,0,0.0
1,0.988300585,26,0,625.0,,6,0,0,0,0.0
0,0.062913388,39,1,0.603198401,2000.0,10,0,1,0,0.0
1,1.02247191,61,1,0.1223659,8351.0,5,0,0,1,0.0
0,0.148802591,64,0,1.144199611,3085.0,10,0,1,0,0.0
0,0.775398909,46,0,550.0,,8,0,0,0,0.0
0,0.123425366,64,0,0.021298935,6666.0,3,0,0,0,0.0
0,0.0,44,0,924.0,,6,0,1,0,2.0
0,0.001288593,53,0,3734.0,,15,0,1,0,
1,0.580161476,23,1,0.074324324,1923.0,3,0,0,0,0.0
0,0.28254452,60,0,0.737474363,3412.0,7,0,2,0,0.0
0,0.0,80,0,645.0,,8,0,1,0,0.0
0,0.0,53,0,0.751179245,2543.0,7,0,1,0,0.0
1,0.658273176,62,2,0.818980025,13666.0,10,0,4,0,0.0
0,0.358400273,31,0,0.478944933,4321.0,10,0,1,0,2.0
0,0.012466154,58,0,0.468867109,6937.0,12,0,2,0,0.0
0,0.065992236,36,0,0.003999,4000.0,4,0,0,0,2.0
1,0.47089257,51,2,0.446868467,11000.0,20,0,1,0,1.0
1,0.9999999,31,2,0.167078502,5260.0,5,3,0,1,2.0
0,0.0,79,0,0.140367584,10500.0,2,0,0,0,2.0
0,0.002857007,74,0,1.0,,3,0,0,0,
0,8.89e-05,43,0,0.578961786,7300.0,5,0,3,0,0.0
0,0.178471253,59,0,0.173215531,4300.0,9,0,0,0,4.0
0,0.08017663,47,0,3600.0,,10,0,2,0,0.0
0,0.435507321,64,0,0.189903283,64000.0,18,0,2,0,1.0
0,0.123235982,28,0,0.267294118,2124.0,3,0,0,0,1.0
0,0.887927645,40,0,0.144721056,6667.0,8,0,0,0,0.0
0,0.036998879,44,0,0.350880588,5166.0,8,0,2,0,0.0
0,0.229715014,45,0,2427.0,,10,0,2,0,2.0
1,1.094211124,34,0,0.379469435,2600.0,7,0,0,0,0.0
0,0.05527376,55,0,0.304227432,10833.0,9,0,2,0,1.0
0,0.9999999,83,0,0.0,,0,0,0,0,0.0
1,0.9999999,27,0,0.254545455,1044.0,3,0,0,0,0.0
0,0.000749906,29,1,0.134204008,4440.0,7,0,0,0,2.0
0,0.0,49,0,0.0,,3,0,0,0,3.0
0,0.018876531,67,0,0.159050294,7833.0,18,0,1,0,0.0
0,0.010698073,66,0,0.001562256,6400.0,2,0,0,0,0.0
0,0.0,28,0,3427.0,0.0,20,0,2,0,2.0
0,0.026877561,65,0,1487.0,,7,0,2,0,0.0
0,0.0090311,57,0,0.31427429,2500.0,14,0,1,0,0.0
0,0.130589523,65,0,0.685148268,8025.0,20,0,2,0,1.0
1,0.282843674,64,0,0.599766082,4274.0,6,0,2,1,0.0
0,0.0,62,0,5935.0,,6,0,1,0,0.0
0,0.009275991,51,0,2.0,,1,0,0,0,
0,0.529388245,24,0,1.096938776,783.0,5,0,0,0,0.0
0,0.002543423,76,1,223.0,,7,0,0,0,0.0
0,0.041453289,70,0,0.276888177,7493.0,6,0,2,0,0.0
0,0.162653112,31,0,1700.0,,5,0,1,0,0.0
0,0.133748732,25,0,5.278606965,200.0,5,0,1,0,0.0
0,0.155230596,70,0,0.080994215,4666.0,4,0,0,0,0.0
0,0.012076613,49,0,516.0,,5,0,0,0,0.0
0,0.0,65,0,14.0,,5,0,0,0,0.0
0,0.072246388,54,0,0.30140445,6336.0,3,0,1,0,0.0
1,0.0,37,1,0.4124,4999.0,20,0,1,1,2.0
0,0.1589723,31,0,1371.5,1.0,9,0,1,0,0.0
1,0.939608496,31,0,0.262990877,2520.0,3,0,0,0,2.0
1,0.774788624,43,0,0.18751179,5300.0,5,3,0,2,1.0
0,0.815618438,42,0,0.366717506,5900.0,4,0,1,0,2.0
1,0.988184989,46,2,0.636918543,4750.0,7,0,1,1,1.0
0,0.335683761,52,1,0.196913714,4600.0,7,0,0,0,2.0
0,0.047716428,27,0,0.124627818,2350.0,3,0,0,0,0.0
0,0.264629131,49,0,3552.0,,8,0,2,0,2.0
0,0.562877219,55,0,0.440939014,8050.0,10,0,2,0,0.0
0,0.146365811,45,0,0.272363685,7500.0,6,0,2,0,3.0
0,0.002342307,58,0,0.667444185,3000.0,20,0,1,0,0.0
1,0.752113444,47,2,0.533915379,4466.0,6,6,1,0,1.0
0,0.042913411,82,0,0.110087903,7166.0,12,0,1,0,0.0
0,0.7712425,46,0,4599.0,,9,0,2,0,1.0
0,0.297421247,26,0,0.207107163,1800.0,4,0,0,0,0.0
0,0.017929421,69,0,0.159284072,10000.0,13,0,1,0,0.0
0,0.910766154,40,0,0.290400817,7833.0,6,0,2,0,2.0
1,0.535676023,35,0,0.806064645,3000.0,14,0,1,0,0.0
0,0.866453419,51,0,0.326304308,5500.0,8,0,1,0,0.0
1,0.384395814,23,2,0.117941029,2000.0,4,0,0,0,0.0
0,0.048390157,66,0,0.439254789,3810.0,12,0,1,0,0.0
1,0.9999999,58,0,0.07950488,4200.0,1,1,0,0,2.0
0,0.028219087,32,0,7.0,0.0,1,0,0,0,0.0
0,0.014306884,54,0,0.373006427,4200.0,12,0,2,0,2.0
1,0.9999999,38,0,0.0,2917.0,0,1,0,0,0.0
0,0.550096138,49,0,0.146324739,14583.0,16,0,0,0,0.0
0,0.017924967,35,0,826.0,,12,0,0,0,0.0
0,0.474923883,64,0,0.833141806,4350.0,23,0,1,0,0.0
0,0.9999999,23,0,0.0,898.0,1,0,0,0,0.0
0,0.07074434,52,0,0.503091821,8570.0,26,0,1,0,1.0
0,0.003569575,88,0,692.0,,13,0,1,0,
0,0.696783975,49,0,0.344413897,4000.0,5,0,0,0,2.0
0,0.028295248,65,0,0.002641374,8328.0,2,0,0,0,0.0
0,0.238640258,71,0,1.031882071,5833.0,17,0,3,0,0.0
0,0.004666045,62,0,0.161408122,6845.0,5,0,0,0,0.0
0,0.385792468,74,0,0.312982881,6600.0,14,0,1,0,0.0
0,0.766341463,85,0,282.0,,2,0,0,0,0.0
0,0.025594881,62,1,0.302407516,3405.0,8,0,1,0,1.0
0,0.189434811,68,0,0.211692864,8842.0,14,0,1,0,0.0
0,0.014688043,82,0,13.0,,4,0,0,0,0.0
0,0.123274383,36,0,0.070560096,5016.0,7,0,0,0,0.0
0,0.067586655,50,0,0.507145195,9166.0,10,0,2,0,0.0
0,0.001390682,75,0,193.0,,3,0,0,0,0.0
0,0.095761898,60,0,0.182629517,9187.0,9,0,2,0,0.0
0,0.050304012,51,0,0.724608044,4400.0,11,0,2,0,0.0
0,0.200387648,44,0,0.257249341,11000.0,8,0,1,0,3.0
0,0.097531431,36,0,0.274270042,17500.0,35,0,3,0,0.0
1,0.9999999,26,0,10.0,,0,1,0,0,0.0
0,0.277036148,41,0,0.070366204,8000.0,9,0,0,0,2.0
0,0.086746067,46,0,0.3956643,7887.0,16,0,1,0,2.0
1,0.967873643,41,0,0.470166286,9200.0,10,0,2,0,1.0
0,0.039403824,59,0,49.0,0.0,4,0,0,0,0.0
0,0.123916747,58,0,0.176520994,3500.0,5,0,0,0,0.0
0,0.180029124,87,0,0.08503952,10500.0,11,0,0,0,0.0
1,0.136569119,51,0,0.507415431,6000.0,19,0,1,1,2.0
0,0.67799509,43,0,0.228344439,3901.0,5,0,0,0,1.0
1,0.018717909,54,0,1.365735768,1861.0,16,0,1,1,2.0
0,0.995300117,57,0,0.230213918,18838.0,9,0,1,0,0.0
1,0.018650638,56,0,1.115730025,10800.0,8,0,5,0,0.0
0,0.212724243,37,0,1353.0,,3,0,1,0,0.0
0,0.141727113,68,0,970.0,,5,0,1,0,
0,0.045443182,43,0,0.073121965,3500.0,6,0,0,0,1.0
1,0.794311717,62,0,0.507859551,26400.0,26,0,6,0,2.0
0,0.258340151,42,0,0.255589893,5500.0,10,0,1,0,0.0
1,0.05637323,50,1,0.096994781,5556.0,6,1,1,1,2.0
0,0.0,72,0,0.002166306,6000.0,9,0,0,0,0.0
0,0.494167056,50,0,0.331746334,5250.0,4,0,1,0,0.0
0,0.00411755,58,0,0.127439812,13166.0,9,0,1,0,0.0
0,0.074792521,65,0,0.327674201,9600.0,9,0,2,0,0.0
1,0.722543353,30,0,0.86087198,3600.0,12,0,2,0,0.0
0,0.337676066,88,0,1657.0,,8,0,1,0,0.0
0,0.985735235,51,0,0.413799482,5405.0,6,0,1,0,0.0
0,0.548022599,71,0,0.466186107,7629.0,8,0,1,0,0.0
0,0.103830338,69,0,0.506802721,2351.0,19,0,2,0,0.0
0,0.03519912,74,0,0.011730205,3750.0,10,0,0,0,0.0
0,0.051891933,47,0,0.22476573,7469.0,12,0,1,0,1.0
1,0.716211857,57,3,0.348637368,8145.0,8,2,1,0,0.0
1,0.387615393,49,0,0.882527814,22200.0,19,0,8,0,4.0
0,0.008420426,84,0,0.005759539,4166.0,11,0,0,0,1.0
0,0.073273168,30,0,0.576556111,2200.0,8,0,1,0,0.0
1,0.481768996,45,1,0.232706917,2500.0,10,0,0,0,2.0
0,0.0,85,0,0.332661742,4466.0,5,0,1,0,0.0
0,0.051120156,64,0,3470.0,,11,0,1,0,0.0
0,0.275030207,37,0,0.647936787,3416.0,6,0,1,0,2.0
0,0.797485163,44,0,0.151808032,6000.0,8,0,0,0,0.0
1,1.059834604,43,2,0.116095988,10542.0,4,0,0,0,0.0
0,0.259508838,44,0,0.462627755,8120.0,8,0,1,0,3.0
0,0.208820581,44,0,2444.0,,11,0,2,0,1.0
1,0.9999999,41,0,0.025151226,3140.0,2,0,0,0,3.0
0,0.0,23,1,0.0,1500.0,5,0,0,0,0.0
0,0.007199712,71,0,1213.0,,2,0,1,0,0.0
0,0.093898365,44,0,0.342483185,5500.0,7,0,2,0,1.0
0,0.064841563,39,0,3372.0,,8,0,2,0,0.0
0,0.012856783,32,0,940.0,,8,0,1,0,0.0
0,0.078534132,49,0,0.380691598,6390.0,7,0,1,0,0.0
0,0.300739201,41,0,0.336045278,5653.0,10,0,1,0,4.0
1,0.138749881,61,0,0.214430482,7400.0,16,1,1,0,0.0
0,0.0,48,0,0.241925777,4984.0,7,0,1,0,1.0
1,0.111886357,40,0,0.455130868,4813.0,22,0,1,1,1.0
0,0.180892595,65,0,0.41245012,6264.0,12,0,2,0,0.0
0,0.1850974,28,0,0.046262206,6246.0,3,0,0,0,0.0
0,0.010967388,72,0,0.470477976,3200.0,7,0,1,0,0.0
0,0.080314929,42,0,0.433962264,4663.0,21,0,2,0,1.0
0,0.090596376,39,0,448.0,,6,0,0,0,2.0
0,0.319295254,52,0,0.56958275,12150.0,18,0,2,0,3.0
0,0.070352569,61,0,0.219756049,5000.0,11,0,1,0,0.0
1,0.554011284,46,0,0.115922371,9583.0,9,2,1,0,3.0
0,0.002890708,73,0,0.054135124,7000.0,10,0,0,0,0.0
0,0.135613872,46,0,0.434942771,7600.0,17,0,3,0,2.0
0,0.111861387,62,0,0.22671774,4176.0,10,0,1,0,0.0
0,0.006947186,64,0,0.052723438,13750.0,16,0,1,0,0.0
0,0.0,78,0,0.0,,2,0,0,0,0.0
0,0.015711063,50,0,2784.0,,16,0,2,0,0.0
0,0.06997587,64,0,0.558800922,1300.0,5,0,0,0,0.0
1,0.291077005,33,0,1850.0,,11,0,2,0,0.0
0,0.664269606,68,0,0.506615701,3400.0,11,0,2,0,0.0
1,0.33676166,33,0,1715.0,,9,0,1,1,0.0
0,0.004262225,47,0,0.286169366,11300.0,11,0,2,0,2.0
0,0.0,42,0,0.47375243,10800.0,7,0,2,0,1.0
0,0.308634239,46,0,2350.0,,5,0,2,0,2.0
0,0.014997001,54,0,0.063848022,7000.0,4,0,0,0,0.0
0,0.078052845,39,0,0.584353912,4000.0,13,0,1,0,3.0
0,0.090474601,47,0,0.434578905,8750.0,17,0,2,0,1.0
0,0.009141986,75,0,621.0,,3,0,0,0,0.0
0,0.045911068,68,0,0.80387186,4338.0,19,0,2,0,2.0
1,0.898092456,47,2,0.169576581,9564.0,11,0,0,0,1.0
1,0.954674221,56,1,0.51438729,9000.0,4,0,1,0,0.0
1,1.010663112,36,5,0.314035818,2400.0,5,2,0,1,2.0
0,0.030025159,75,0,0.257915201,5400.0,11,0,2,0,0.0
0,0.038391648,68,0,0.103769761,7400.0,17,0,0,0,0.0
1,0.9999999,51,0,0.085374388,1428.0,4,0,0,0,1.0
0,0.033650329,37,0,0.431913617,5000.0,4,0,1,0,2.0
1,0.9999999,62,0,0.0,1916.0,1,2,0,0,1.0
0,0.215925278,43,0,0.268511685,8129.0,7,0,2,0,2.0
0,0.730531912,57,0,0.541078487,7083.0,11,0,1,0,3.0
0,0.011114651,76,0,0.430702918,3015.0,9,0,1,0,0.0
1,0.71870677,46,0,0.45896861,4459.0,17,0,1,0,0.0
0,0.943744022,60,0,0.056606437,7083.0,7,0,0,0,1.0
1,0.793567857,43,2,6784.0,0.0,14,0,3,0,1.0
0,0.041889324,70,0,0.028598894,4160.0,7,0,0,0,0.0
0,0.0,71,0,381.0,,3,0,1,0,
0,0.247496295,42,0,0.457789105,9416.0,11,0,2,0,2.0
0,0.180971882,51,0,0.417349105,13187.0,8,0,3,0,3.0
0,0.196713197,39,0,0.315514993,2300.0,5,0,0,0,0.0
1,0.9999999,37,0,0.297993706,5083.0,1,1,1,0,4.0
0,0.011066421,55,0,1007.0,0.0,9,0,2,0,0.0
0,0.766382968,45,0,0.516721793,5441.0,11,0,2,0,2.0
0,0.109576299,46,0,0.23999077,8666.0,7,0,1,0,2.0
0,0.2008134,46,0,0.537494644,7000.0,7,0,2,0,1.0
0,0.060586696,62,0,0.375324935,5000.0,13,0,2,0,0.0
0,0.594026407,28,0,193.0,,8,0,0,0,
0,0.072301967,66,0,0.065625,1279.0,2,0,0,0,0.0
1,0.9999999,38,0,0.146034099,4046.0,1,0,0,0,2.0
1,0.9999999,49,0,0.149375478,3922.0,3,0,0,0,2.0
0,0.901859504,52,0,390.0,,2,0,0,0,0.0
0,0.034136586,73,0,52.0,,7,0,0,0,0.0
0,0.100998164,61,0,3697.0,,15,0,2,0,0.0
0,0.052504193,57,0,73.0,,8,0,0,0,
0,0.0,46,0,0.136339523,7539.0,4,0,1,0,5.0
1,0.126662995,60,2,0.362626375,9000.0,13,0,1,0,2.0
0,0.140701431,69,0,233.0,,10,0,0,0,0.0
0,0.190969652,51,0,0.368392761,5580.0,12,0,2,0,0.0
0,0.14500703,42,0,0.157449427,13000.0,6,0,1,0,3.0
0,0.033912429,70,0,0.054954205,1200.0,9,0,0,0,1.0
0,0.013116599,32,0,2067.0,0.0,10,0,2,0,0.0
0,0.024556979,40,0,0.230967005,7000.0,9,0,2,0,3.0
1,0.9999999,50,2,0.128019783,5256.0,1,0,0,1,0.0
0,0.234127657,67,0,1795.0,,10,0,1,0,0.0
1,0.9999999,54,0,0.054625829,3166.0,7,1,0,0,1.0
1,1.021956088,42,1,0.014641288,2048.0,2,2,0,0,2.0
0,0.0585513,70,0,0.068641884,5433.0,5,0,0,0,0.0
1,0.963276066,48,0,2507.0,,5,0,1,0,0.0
0,0.014956197,69,0,0.292454749,4916.0,9,0,1,0,0.0
0,0.0,28,1,323.0,,2,0,0,0,0.0
0,0.034645112,65,0,0.125189985,12500.0,4,0,1,0,1.0
0,0.003692213,78,0,0.027425959,10500.0,10,0,1,0,0.0
0,0.11647722,44,0,948.5,1.0,15,0,1,0,2.0
1,0.08131978,40,2,0.30123955,6937.0,6,0,2,0,3.0
1,0.858115778,40,2,0.385240984,15000.0,10,0,3,1,2.0
0,0.15011721,46,0,0.478686454,9500.0,10,0,1,0,5.0
0,0.131726547,48,0,0.338517942,9000.0,5,0,1,0,4.0
0,0.024005466,51,0,0.004051317,5923.0,5,0,0,0,0.0
0,0.196150321,40,0,0.312737453,5000.0,10,0,1,0,2.0
0,0.016628158,48,0,0.464362234,7000.0,12,0,2,0,0.0
0,0.535171464,40,0,0.371082109,9730.0,7,0,2,0,1.0
0,0.002908826,31,1,0.530308711,8000.0,10,0,2,0,0.0
0,0.0,57,0,0.122990161,8333.0,6,0,2,0,0.0
0,0.465831632,80,0,0.255938697,2609.0,6,0,0,0,0.0
1,0.991089721,44,0,0.267985221,4600.0,7,2,0,0,0.0
0,0.008193191,55,0,1.201383551,1300.0,12,0,1,0,0.0
0,0.567278741,45,0,0.310901129,4338.0,4,0,1,0,1.0
0,0.28859775,39,0,0.450532035,4416.0,7,0,1,0,1.0
1,0.504091946,41,1,0.640109058,3300.0,10,0,1,0,2.0
0,0.024973905,67,0,0.338785047,3423.0,12,0,2,0,0.0
0,0.14938018,54,1,0.428758481,8400.0,14,0,1,0,1.0
0,0.009174224,67,0,0.399840064,2500.0,26,0,1,0,0.0
0,0.607668496,64,0,0.65792386,9035.0,9,0,1,0,0.0
1,0.9999999,59,0,0.023220932,18000.0,3,0,1,0,1.0
0,0.333228141,58,0,0.353111958,11021.0,13,0,1,0,1.0
0,0.000855298,64,2,2521.0,,21,0,2,0,0.0
0,0.118263561,47,0,0.318451343,8600.0,18,0,1,0,0.0
1,0.9999999,40,0,0.435426958,4250.0,6,0,1,0,1.0
1,0.573024314,56,7,0.394758228,4921.0,14,0,1,0,0.0
0,0.738791606,56,0,0.540807914,3638.0,6,0,2,0,0.0
0,0.02323981,74,1,2210.0,,8,0,2,0,0.0
0,0.055447694,43,0,0.442441355,9207.0,5,0,2,0,2.0
0,0.090381924,40,0,0.090432961,2863.0,5,0,0,0,0.0
0,0.011942478,61,0,0.550994001,8500.0,13,0,2,0,1.0
1,0.523662846,53,0,1.091072499,3337.0,12,0,1,0,0.0
1,0.584234391,60,4,0.661251615,5416.0,19,0,3,0,0.0
0,0.02699775,50,0,1486.0,,5,0,1,0,2.0
0,0.087568927,66,0,406.0,0.0,9,0,1,0,0.0
0,0.255709202,46,0,1603.0,,10,0,1,0,0.0
0,0.016518782,42,0,0.294398093,5033.0,11,0,1,0,0.0
0,0.003870279,49,0,0.002015316,2480.0,5,0,0,0,0.0
0,0.121187158,62,0,1708.0,,5,0,1,0,1.0
0,0.076610844,41,0,0.349094839,3700.0,4,0,1,0,2.0
0,0.078284547,57,1,0.458472204,7500.0,13,0,3,0,0.0
0,0.064821218,70,0,0.093587522,7500.0,15,0,0,0,0.0
0,0.02319884,49,0,0.084192529,19300.0,3,0,1,0,2.0
0,0.108037165,44,0,0.467154311,7108.0,7,0,2,0,0.0
0,0.001557717,82,0,0.000953516,4194.0,12,0,0,0,0.0
0,0.329152121,41,0,0.534155364,4054.0,8,0,2,0,1.0
0,0.002786012,62,0,0.028663937,10500.0,14,0,0,0,0.0
0,0.30432106,47,0,0.389008879,8333.0,9,0,3,0,0.0
0,0.114665168,66,0,0.123143843,6666.0,11,0,0,0,0.0
0,0.306075365,24,0,0.013994402,2500.0,6,0,0,0,1.0
1,1.010450264,35,0,0.242032187,3168.0,3,0,0,0,0.0
0,0.085988535,28,0,0.168566287,5000.0,8,0,0,0,2.0
1,0.0,49,1,0.431396511,9000.0,15,1,2,0,2.0
1,0.9999999,30,0,0.0,,0,1,0,0,0.0
0,0.0,45,0,0.366335388,7948.0,4,0,1,0,0.0
0,0.002743991,39,0,4.0,,4,0,0,0,0.0
0,0.657237937,43,0,0.542372881,5958.0,5,0,1,0,4.0
1,0.416431483,48,4,0.391035821,11333.0,11,2,2,3,0.0
1,0.257137994,34,2,0.666103604,1775.0,6,0,1,0,4.0
0,0.0,35,1,0.556379673,9976.0,9,0,6,0,1.0
0,0.0,26,0,1624.0,,5,0,1,0,
0,0.112694097,37,0,798.0,,8,0,0,0,0.0
0,0.011847817,54,0,1.595638346,2200.0,16,0,3,0,3.0
0,0.191355297,66,0,0.197053407,3800.0,10,0,0,0,0.0
1,0.228803189,38,0,0.494126468,4000.0,10,0,1,1,1.0
0,0.030077747,80,1,7.362731863,20000.0,10,0,0,0,1.0
1,0.569892473,41,1,0.566996093,4350.0,3,0,1,0,0.0
1,0.757706395,46,0,0.706345998,4947.0,10,0,3,0,0.0
0,0.978556747,42,0,0.214506453,5500.0,7,0,0,0,3.0
0,0.0,23,0,0.0,,1,0,0,0,0.0
0,0.27850886,50,0,0.634790411,7800.0,16,0,3,0,0.0
0,0.083904907,42,0,0.294285286,6666.0,19,0,2,0,1.0
0,0.770258237,50,0,0.409231563,11633.0,13,0,1,0,0.0
0,0.010973577,49,0,0.252282556,2080.0,4,0,0,0,0.0
1,0.428255873,50,2,5943.0,,13,0,3,1,0.0
0,0.004274125,62,0,0.112504236,2950.0,5,0,1,0,1.0
0,0.191751141,62,0,0.45641623,5150.0,11,0,1,0,0.0
1,0.968900415,78,1,0.577810031,6200.0,18,0,1,0,0.0
0,0.01679916,60,0,10.0,,1,0,0,0,0.0
0,0.45302741,47,0,708.0,,2,0,0,0,
0,0.945635578,59,0,0.534717541,7416.0,9,0,3,0,2.0
0,0.040569321,33,0,0.751292186,3288.0,9,0,1,0,1.0
0,0.052639097,37,0,22.0,,1,0,0,0,
0,0.310980564,29,0,0.081781009,2200.0,6,0,0,0,2.0
0,0.004133196,44,0,0.413249211,4754.0,6,0,1,0,0.0
0,0.676967824,27,0,0.232929164,4700.0,8,0,0,0,0.0
0,0.125556729,51,0,0.276314375,9300.0,11,0,2,0,2.0
1,1.022919551,58,0,7011.0,,10,0,1,0,0.0
0,0.018877082,57,0,0.352700553,13200.0,15,0,2,0,2.0
0,0.010231265,51,0,1303.0,,5,0,1,0,0.0
1,0.9999999,42,1,0.002296987,7400.0,1,0,0,0,3.0
0,0.667359667,64,0,0.510844485,4333.0,6,0,2,0,0.0
0,0.303934173,53,0,0.562739543,6000.0,8,0,2,0,1.0
0,0.003242598,54,0,0.245800305,13750.0,15,0,1,0,1.0
1,0.261925164,33,0,0.548387097,2603.0,9,0,1,1,1.0
0,0.352964704,49,0,0.085485752,6000.0,2,0,0,0,2.0
1,0.763236763,27,2,0.070806869,4250.0,5,0,0,0,1.0
0,0.184427186,62,0,1.236008092,1482.0,14,0,1,0,0.0
1,0.440639627,54,1,0.35923778,6034.0,9,2,2,1,2.0
0,0.005191905,56,0,0.360553772,4983.0,6,0,2,0,1.0
1,0.316952886,44,4,0.445234392,4500.0,14,0,1,0,3.0
0,0.120690115,58,0,3218.0,,11,0,2,0,0.0
0,0.133382662,55,0,0.477287877,10500.0,19,0,3,0,0.0
0,0.009897123,64,0,0.713701431,4400.0,14,0,2,0,1.0
0,0.035037357,63,1,0.330510468,4250.0,13,0,2,0,1.0
1,0.036690987,60,0,0.271373057,1543.0,6,1,0,0,0.0
0,0.022823082,71,0,0.004856449,7000.0,3,0,0,0,1.0
0,0.291860427,36,1,0.119286696,24000.0,12,0,2,0,0.0
1,0.818181818,45,0,3348.0,,3,0,1,1,0.0
0,0.049264177,55,0,0.417248367,4440.0,12,0,2,0,0.0
0,0.158112517,44,0,0.254632716,7500.0,15,0,1,0,3.0
1,0.976003692,31,2,0.644055694,2800.0,2,1,1,0,1.0
1,0.456638992,44,1,0.83958021,2000.0,9,0,2,0,0.0
0,0.172702543,51,0,0.321982077,9484.0,8,0,1,0,3.0
0,0.023405477,66,0,0.021654636,1800.0,5,0,0,0,0.0
1,0.772256227,43,0,0.455707975,4300.0,4,0,1,0,4.0
0,0.010467894,44,0,0.006161829,6166.0,15,0,0,0,0.0
0,0.9999999,29,0,156.0,,0,0,0,0,
1,0.675681323,62,2,0.415011865,8006.0,18,0,1,0,0.0
0,0.29609446,24,1,9.0,,2,0,0,0,0.0
1,0.475195274,70,2,0.992254924,4518.0,16,0,2,0,0.0
1,0.0,25,0,0.34643571,1500.0,2,1,0,0,0.0
0,0.023426672,59,0,0.315300839,5600.0,19,0,1,0,1.0
0,0.012970687,80,0,6.0,,3,0,0,0,0.0
1,0.9999999,63,0,675.0,,2,1,0,0,0.0
1,0.613145876,38,0,0.279872785,2200.0,2,1,0,0,0.0
0,0.38497277,40,0,0.409236996,8400.0,8,0,1,0,0.0
0,0.002768336,63,0,746.0,,12,0,1,0,0.0
0,0.230929762,92,0,318.0,,4,0,0,0,0.0
1,0.79134044,43,0,0.258936207,5846.0,8,0,1,1,3.0
0,0.15790065,51,0,0.219458988,4583.0,13,0,0,0,1.0
0,0.406059277,54,0,0.779607489,4432.0,9,0,2,0,0.0
0,0.013299668,77,0,0.011952191,1254.0,6,0,0,0,0.0
0,0.001671356,63,0,1178.0,,12,0,1,0,0.0
0,0.195795105,69,0,0.135715608,5400.0,5,0,0,0,0.0
0,0.365495065,45,1,0.826391203,3000.0,13,0,1,0,0.0
0,0.189200183,56,0,2238.0,,6,0,2,0,0.0
0,0.161306449,37,0,1244.0,,5,0,0,0,0.0
0,0.790895535,33,0,0.144106622,2400.0,6,0,0,0,0.0
1,0.818635607,37,1,446.0,,3,0,0,0,0.0
0,0.375867909,71,0,0.331543873,10803.0,13,0,1,0,0.0
1,1.005849708,52,1,0.451787833,11801.0,11,0,3,0,1.0
0,0.072246842,62,0,0.634243837,1500.0,14,0,1,0,0.0
0,0.0,45,0,0.17115293,8395.0,3,0,2,0,1.0
0,0.054684546,63,0,4118.0,,16,0,2,0,1.0
0,0.373725255,27,0,0.710382514,4208.0,4,0,2,0,0.0
0,0.658415978,68,0,1.402658789,3384.0,11,0,1,0,0.0
0,0.259211867,58,0,0.265953654,5609.0,11,0,0,0,1.0
0,0.390358245,48,0,0.471452855,10000.0,10,0,2,0,0.0
0,0.369674565,55,0,0.045959596,5939.0,3,0,0,0,1.0
1,0.903246595,62,1,0.322031533,21500.0,18,0,2,0,0.0
0,0.394030479,68,0,2487.0,,23,0,1,0,0.0
0,0.398361167,67,1,0.361202155,18000.0,21,0,1,0,0.0
0,0.458131824,59,0,0.41285897,8600.0,6,0,1,0,0.0
0,0.077688626,77,0,0.122075585,3333.0,4,0,0,0,0.0
0,0.059057176,42,0,0.123646798,7666.0,8,0,2,0,0.0
0,0.318523033,50,1,0.582105263,2849.0,8,0,1,0,1.0
0,0.340367112,31,0,0.398520296,5000.0,9,0,1,0,0.0
0,0.010737895,65,0,669.0,,5,0,1,0,0.0
0,0.506651994,69,0,0.580938344,4070.0,15,0,1,0,0.0
0,0.243371547,51,0,0.370681382,4167.0,7,0,1,0,1.0
0,0.065614748,48,1,1292.0,,7,0,2,0,
1,0.0,39,0,0.197264219,4166.0,10,1,1,0,0.0
0,0.001016219,78,0,0.20916641,3250.0,7,0,0,0,0.0
0,0.869246314,57,0,0.228619017,13808.0,9,0,2,0,1.0
0,0.000891868,50,0,0.277526821,7083.0,8,0,1,0,2.0
0,0.669986153,60,0,0.509724514,20000.0,23,0,2,0,1.0
0,0.041682748,46,0,36.0,,3,0,0,0,0.0
0,0.97870213,72,0,1827.0,,8,0,1,0,0.0
1,0.705619858,40,1,0.618069145,3065.0,6,0,2,0,0.0
0,0.019596081,70,0,2.0,,1,0,0,0,0.0
0,0.080271224,66,0,0.790023997,5833.0,10,0,4,0,0.0
0,0.025428087,45,0,0.658938028,6986.0,10,0,2,0,1.0
0,0.0,34,0,0.198523191,13000.0,9,0,2,0,1.0
0,0.030975453,67,0,45.0,0.0,8,0,0,0,0.0
